SeriesID,Date,IsPreferred,IsValidSample,BMIBI,BMIBIClass,BCG_final,SampleQuality,SampleGear,BMIBIType,SumIndivsQual,SumIndivsQuant,BugTags,State,SiteID,Site_ID,StreamName,ProgID,Landmark,Type,Tags,SegID,ADBCode,EcoRegionDesig,County,MajorBasin,DrainageArea,ThermalClass,HUC12,UTMNorth,UTMEast,Lat,Long,IsRiffle,IsPublicLand,CurrentStatus
429,7/15/1999,TRUE,TRUE,58,Good,3,Unspecified/Unspecified/Unspecified,Hess,Warm Water,169,104/103/100,,IA,210,IA-210,Walnut Creek,,Ames,Wadeable,,953,03-SSK-953,47b,Story,Mississippi,12.976,Warm Water,huc070801050901,4644509,449491,41.95094,-93.60941,Yes,FALSE,Survey Site
2088,7/20/2017,TRUE,TRUE,58,Good,3,Good/Good/Good,Hess,Warm Water,154,115/121/115,,IA,37,IA-37,Long Creek,RMN Trend Site,DeKalb SWA - Van Wert,Wadeable,RMN Trend Site,1364,05-GRA-1364,40a,Decatur,Missouri,97.41,Warm Water,huc102801020304,4520856,427729,40.83555,-93.85719,N/A,TRUE,Reference Site
2096,9/25/2017,TRUE,TRUE,58,Good,3,Good/Good/Good,Hess,Warm Water,233,147/142/123,,IA,138,IA-138,Middle River,RMN Trend Site,Pammel State Park- Winterset,Wadeable,RMN Trend Site,1086,04-LDM-1086,47f,Madison,Mississippi,224.827,Warm Water,huc071000080609,4572163,409900,41.29589,-94.07614,N/A,TRUE,Reference Site
2107,8/31/2017,TRUE,TRUE,58,Good,3,Good/Good/Good,Surb,Warm Water,221,111/126/117,,IA,38,IA-38,South Skunk River,,Ames,Wadeable,,934,03-SSK-934,47b,Story,Mississippi,254.266,Warm Water,huc070801050406,4661888,452977,42.10767,-93.56874,No,FALSE,Reference Site
2078,8/29/2017,TRUE,TRUE,58,Good,3,Poor/Poor/Poor,Hess,Warm Water,156,114/102/103,,IA,255,IA-255,Waterman Creek,,Sutherland,Wadeable,,1620,06-LSR-1620,47a,Obrien,Missouri,125.074,Warm Water,huc102300031004,4760187,302298,42.96866,-95.42425,N/A,FALSE,Reference Site
2140,9/12/2017,TRUE,TRUE,58,Good,3,Good/Good/Good,Hess,Warm Water,406,106/100/103,,IA,45,IA-45,Little Cedar River,,Colwell Co Park,Wadeable,,576,02-CED-576,47c,Floyd,Mississippi,246.838,Warm Water,huc070802010902,4777793,528952,43.15233,-92.64391,Yes,TRUE,Reference Site
2126,8/20/2017,TRUE,TRUE,58,Good,3,Good/Good/Good,Surb,Warm Water,55,63/100/98,,IA,1161,IA-1161,Unnamed Tributary to Mud Creek,REMAP #446,Ft. Madison,Headwater,REMAP2,6656,03-SKD-6656,40a,Lee,Mississippi,6.38,Warm Water,huc070801041703,4504474,644905,40.67843,-91.28536,N/A,FALSE,Survey Site
2209,8/2/2018,TRUE,TRUE,58,Good,3,Good/Good/Good,Surb,Warm Water,154,104/100/103,,IA,314,IA-314,Silver Creek,REMAP #22,Cherokee,Wadeable,REMAP,1614,06-LSR-1614,47a,Cherokee,Missouri,25.383,Warm Water,huc102300031402,4721694,290469,42.6192,-95.55487,N/A,FALSE,Survey Site
2169,7/17/2018,TRUE,TRUE,57,Good,3,Poor/Poor/Poor,Surb,Warm Water,133,89/68/111,,IA,83,IA-83,Lick Creek,,Shimek State Forest - Farmington,Wadeable,,1027,04-LDM-1027,40a,Lee,Mississippi,16.153,Warm Water,huc071000091208,4495987,611442,40.60719,-91.68271,N/A,TRUE,Reference Site
2192,8/15/2018,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,229,101/102/102,,IA,1199,IA-1199,Given Creek,REMAP #434,SE of Reinbeck,Headwater,REMAP2,3002,02-CED-3002,47c,Tama,Mississippi,6.2,Warm Water,huc070802050807,4681700,537801,42.28661,-92.5415,N/A,FALSE,Survey Site
2131,9/27/2017,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,201,104/101/103,,IA,137,IA-137,Lost Creek,,Princeton,Wadeable,,357,01-WPS-357,47f,Scott,Mississippi,32.119,Warm Water,huc070801030606,4621130,715253,41.71284,-90.41258,N/A,FALSE,Reference Site
2150,7/31/2017,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,155,113/122/118,,IA,34,IA-34,Big Muddy Creek,,Spencer,Wadeable,,1637,06-LSR-1637,47b,Clay,Missouri,63.018,Warm Water,huc102300030603,4783311,331629,43.18381,-95.07184,No,FALSE,Reference Site
2056,6/13/2017,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,180,109/112/109,,IA,1166,IA-1166,Wharam Creek,,Mason City,Wadeable,SHL Fee for Service,847,02-WIN-847,47c,Cerro Gordo,Mississippi,22.6,Warm Water,huc070802030303,4782899,481613,43.19865,-93.22631,N/A,TRUE,Survey Site
2035,9/6/2016,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,112,96/97/103,,IA,194,IA-194,Big Cedar Creek,,Gibson Rec Area - Oakland Mills,Wadeable,Ambient Monthly WQ/2011 Nutrient (WW),905,03-SKU-905,40a,Henry,Mississippi,533.179,Warm Water,huc070801070710,4531290,611674,40.9251,-91.67366,N/A,TRUE,Survey Site
2036,9/6/2016,TRUE,TRUE,57,Good,3,Good/Good,Float ArtSub,Warm Water,112,96/93,,IA,194,IA-194,Big Cedar Creek,,Gibson Rec Area - Oakland Mills,Wadeable,Ambient Monthly WQ/2011 Nutrient (WW),905,03-SKU-905,40a,Henry,Mississippi,533.179,Warm Water,huc070801070710,4531290,611674,40.9251,-91.67366,N/A,TRUE,Survey Site
2033,10/4/2016,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,218,111/102/102,,IA,194,IA-194,Big Cedar Creek,,Gibson Rec Area - Oakland Mills,Wadeable,Ambient Monthly WQ/2011 Nutrient (WW),905,03-SKU-905,40a,Henry,Mississippi,533.179,Warm Water,huc070801070710,4531290,611674,40.9251,-91.67366,N/A,TRUE,Survey Site
413,7/27/2009,TRUE,TRUE,57,Good,3,Good/Good,ArtSub,Warm Water,253,106/117,,IA,200,IA-200,Walnut Creek,,Holiday Lake,Wadeable,319 Program Projects,709,02-IOW-709,47f,Poweshiek,Mississippi,34.931,Warm Water,huc070802080602,4630678,545273,41.82669,-92.45481,N/A,FALSE,Survey Site
403,9/12/2008,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,429,115/103/103,,IA,194,IA-194,Big Cedar Creek,,Gibson Rec Area - Oakland Mills,Wadeable,Ambient Monthly WQ/2011 Nutrient (WW),905,03-SKU-905,40a,Henry,Mississippi,533.179,Warm Water,huc070801070710,4531290,611674,40.9251,-91.67366,N/A,TRUE,Survey Site
693,6/29/2004,TRUE,TRUE,57,Good,3,Unspecified/Unspecified/Unspecified,ArtSub,Warm Water,120,107/107/95,,IA,392,IA-392,Battle Creek,REMAP #104,Holstein,Headwater,REMAP/Headwater Reference Study,1877,06-LSR-1877,47a,Ida,Missouri,5.233,Warm Water,huc102300050301,4702467,291006,42.44636,-95.5413,N/A,FALSE,Survey Site
395,8/11/2000,TRUE,TRUE,57,Good,3,Unspecified/Unspecified/Unspecified,ArtSub,Warm Water,169,67/98/103,,IA,191,IA-191,Otter Creek,,Holmes,Wadeable,,1269,04-UDM-1269,47b,Wright,Mississippi,65.362,Warm Water,huc071000050303,4739486,428777,42.80461,-93.87105,No,FALSE,Survey Site
385,9/20/2001,TRUE,TRUE,57,Good,3,Unspecified/Unspecified/Unspecified,ArtSub,Warm Water,110,115/118/144,,IA,184,IA-184,Floyd River,,James,Wadeable,Ambient Monthly WQ,1552,06-FLO-1552,47e,Plymouth,Missouri,886.029,Warm Water,huc102300020504,4719154,228189,42.57693,-96.31197,N/A,FALSE,Survey Site
690,9/25/2003,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,163,94/106/105,,IA,389,IA-389,Maquoketa River,REMAP #62,Canton,Wadeable,REMAP,14,01-MAQ-14,47f,Jackson,Mississippi,753.751,Warm Water,huc070600060410,4668961,673920,42.15347,-90.89494,N/A,FALSE,Survey Site
26,7/18/2000,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,170,103/97/139,,IA,6,IA-6,West Nishnabotna River,,Shelby Co. Upper Nish Hab Area,Wadeable,,1446,05-NSH-1446,47e,Shelby,Missouri,86.14,Warm Water,huc102400020203,4630098,318247,41.80192,-95.18778,N/A,FALSE,Reference Site
623,10/15/2002,TRUE,TRUE,57,Good,3,Unspecified/Unspecified/Unspecified,Hess,Warm Water,98,97/107/111,,IA,331,IA-331,Shell Rock River,REMAP #23,Kensett,Wadeable,REMAP,787,02-SHL-787,47c,Worth,Mississippi,306.43,Warm Water,huc070802020203,4804389,483865,43.3922,-93.19922,Yes,FALSE,Survey Site
308,9/28/2004,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,135,117/105/121,,IA,139,IA-139,Boone River,,Bells Mill Park- Stratford,Wadeable,,1252,04-UDM-1252,47b,Hamilton,Mississippi,903.344,Warm Water,huc071000050705,4687820,426670,42.33918,-93.89017,Yes,TRUE,Reference Site
914,8/15/2006,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,161,101/107/102,,IA,621,IA-621,Plum Creek,REMAP #252,Wesley,Wadeable,REMAP,982,04-EDM-982,47b,Kossuth,Mississippi,41.383,Warm Water,huc071000030603,4775865,410458,43.13023,-94.10088,No,FALSE,Survey Site
614,9/4/2002,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,226,95/99/103,,IA,323,IA-323,Maquoketa River,REMAP #28,Manchester,Wadeable,REMAP,16,01-MAQ-16,47c,Delaware,Mississippi,274.449,Warm Water,huc070600060210,4703304,627435,42.4716,-91.44977,No,FALSE,Survey Site
568,10/15/1999,TRUE,TRUE,57,Good,3,Unspecified/Unspecified/Unspecified,ArtSub,Warm Water,59,110/106/105,,IA,289,IA-289,Chariton River,,Centerville,Wadeable,Discontinued Ambient Site,1308,05-CHA-1308,40a,Appanoose,Missouri,640.808,Warm Water,huc102802010404,4515463,512007,40.79007,-92.85768,N/A,FALSE,Survey Site
566,9/27/2002,TRUE,TRUE,57,Good,3,Unspecified/Unspecified/Unspecified,ArtSub,Warm Water,85,101/101/112,,IA,288,IA-288,Upper Iowa River,,Dorchester,Wadeable,Ambient Monthly WQ,237,01-UIA-237,52b,Allamakee,Mississippi,767.863,Warm Water,huc070600020602,4808702,620693,43.42149,-91.50903,N/A,FALSE,Survey Site
541,9/27/2002,TRUE,TRUE,57,Good,3,Unspecified/Unspecified,ArtSub,Warm Water,96,130/112,,IA,283,IA-283,Volga River,,Elkport,Wadeable,Ambient Monthly WQ,289,01-VOL-289,52b,Clayton,Mississippi,402.505,Warm Water,huc070600040608,4734460,641041,42.74969,-91.27661,N/A,FALSE,Survey Site
178,9/3/2002,TRUE,TRUE,57,Good,3,Unspecified/Unspecified/Unspecified,Hess,Warm Water,76,96/103/84,,IA,59,IA-59,Prairie Creek,,Dolliver State Park- Lehigh,Wadeable,,1796,04-UDM-1796,47b,Webster,Mississippi,33.963,Warm Water,huc071000040603,4693533,411179,42.38901,-94.07908,Yes,TRUE,Reference Site
195,10/1/2002,TRUE,TRUE,57,Good,3,Unspecified/Unspecified/Unspecified,ArtSub,Warm Water,166,101/137/105,,IA,66,IA-66,Lizard Creek,,Clare,Wadeable,,1278,04-UDM-1278,47b,Webster,Mississippi,252.236,Warm Water,huc071000040303,4710756,389554,42.5413,-94.34505,Yes,FALSE,Reference Site
1122,6/13/2011,TRUE,TRUE,57,Good,3,Good/Good/Good,Surb,Warm Water,222,108/143/103,,IA,735,IA-735,Unnamed Tributary to Little Sioux River,HW86,Bertram Reservation - Peterson,Headwater,Headwater Reference Study,6342,06-LSR-6342,47a,Clay,Missouri,7.304,Warm Water,huc102300031109,4755130,311178,42.92541,-95.31375,N/A,TRUE,Candidate Reference Site
1113,9/29/2011,TRUE,TRUE,57,Good,3,Good/Fair/Fair,Hess,Warm Water,26,560/686/419,,IA,811,IA-811,South Skunk River,ISU1,Hinds Research Farm,Wadeable,ISU Stream Ecology,934,03-SSK-934,47b,Story,Mississippi,322,Warm Water,huc070801050406,4657045,448717,42.0638,-93.61984,No,FALSE,Survey Site
1084,9/28/2009,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,158,103/107/107,,IA,3,IA-3,Crane Creek,,Lourdes,Wadeable,,212,01-TRK-212,47c,Howard,Mississippi,69.571,Warm Water,huc070600040102,4790037,555897,43.26106,-92.31129,No,FALSE,Reference Site
774,10/5/2005,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,116,99/160/139,,IA,486,IA-486,Brooke Creek,REMAP #183,Rembrandt,Wadeable,REMAP,1623,06-LSR-1623,47b,Buena Vista,Missouri,23.908,Warm Water,huc102300031108,4740758,313175,42.79658,-95.28452,No,FALSE,Survey Site
1040,8/23/2010,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,207,120/102/96,,IA,732,IA-732,Henry Creek,HW85,Peterson,Headwater,Headwater Reference Study,6339,06-LSR-6339,47a,Clay,Missouri,14.321,Warm Water,huc102300031109,4759311,305846,42.96169,-95.38048,N/A,FALSE,Candidate Reference Site
1062,9/14/2010,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,123,93/94/95,,IA,455,IA-455,Dry Run Creek,DRC4,US of University AVE near UNI campus,Wadeable,TMDL/319 Program Projects/Dry Run Creek Study,554,02-CED-554,47c,Black Hawk,Mississippi,9.432,Warm Water,huc070802050701,4706829,545161,42.51251,-92.45026,Yes,FALSE,Survey Site
604,7/30/2002,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,86,101/99/84,,IA,315,IA-315,Unnamed Tributary To Otter Creek,REMAP #3,West Union,Headwater,REMAP/Headwater Reference Study,1852,01-TRK-1852,52b,Fayette,Mississippi,2.259,Warm Water,huc070600040706,4755436,601144,42.94484,-91.76021,N/A,FALSE,Survey Site
267,9/24/1997,TRUE,TRUE,57,Good,3,Unspecified/Unspecified/Unspecified,Surb,Warm Water,92,100/104/105,,IA,116,IA-116,Long Dick Creek,Old LDC2,Roland,Wadeable,,960,03-SSK-960,47b,Hamilton,Mississippi,26.225,Warm Water,huc070801050401,4673168,458099,42.20956,-93.50761,Yes,FALSE,Survey Site
249,9/2/2003,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,249,105/112/102,,IA,106,IA-106,Plum Creek,,Hopkinton,Wadeable,,46,01-MAQ-46,47c,Delaware,Mississippi,86.843,Warm Water,huc070600060103,4693886,644865,42.38376,-91.2402,No,FALSE,Reference Site
289,8/11/2004,TRUE,TRUE,57,Good,3,Unspecified/Unspecified/Unspecified,Hess,Warm Water,120,112/114/119,,IA,129,IA-129,Otter Creek,,Deloit,Wadeable,,1518,06-BOY-1518,47e,Crawford,Missouri,43.705,Warm Water,huc102300070209,4664542,307474,42.10935,-95.32862,N/A,FALSE,Reference Site
1248,8/15/2012,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,251,106/108/107,,IA,86,IA-86,Keg Creek,,Mineola,Wadeable,,1686,06-WED-1686,47e,Mills,Missouri,143.915,Warm Water,huc102400010103,4558348,273235,41.14477,-95.7021,N/A,FALSE,Rejected Candidate Reference Site
299,9/2/1998,TRUE,TRUE,57,Good,3,Unspecified/Unspecified/Unspecified,ArtSub,Warm Water,151,98/97/93,,IA,135,IA-135,Honey Creek,,Conesville,Wadeable,,668,02-IOW-668,72d,Louisa,Mississippi,17.322,Warm Water,huc070802090804,4577219,636109,41.33496,-91.37337,N/A,FALSE,Reference Site
1433,8/15/2013,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,217,101/104/107,,IA,230,IA-230,Burr Oak Creek,,Osage (Downstream),Wadeable,,580,02-CED-580,47c,Mitchell,Mississippi,22.568,Warm Water,huc070802010801,4796233,523201,43.31857,-92.71387,No,FALSE,Survey Site
1450,7/17/2013,TRUE,TRUE,57,Good,3,Good/Good/Good,Surb,Warm Water,296,101/100/107,,IA,958,IA-958,Soap Creek,,Peach Ave,Wadeable,,1033,04-LDM-1033,40a,Davis,Mississippi,191.5,Warm Water,huc071000090607,4524084,554615,40.86599,-92.35191,N/A,FALSE,Survey Site
1491,7/31/2013,TRUE,TRUE,57,Good,3,Good/Good/Good,Float ArtSub,Warm Water,106,106/103/100,,IA,922,IA-922,Little Sioux River,,Turin,Non-wadeable,Ambient Monthly WQ,1564,06-LSR-1564,47d,Monona,Missouri,4426,Warm Water,huc102300031510,4650173,253641,41.96507,-95.97294,N/A,FALSE,Survey Site
1482,9/6/2013,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,175,110/102/105,,IA,930,IA-930,South Raccoon River,,Redfield,Wadeable,Ambient Monthly WQ,1181,04-RAC-1181,47f,Dallas,Mississippi,988,Warm Water,huc071000070902,4603780,401374,41.57963,-94.18311,N/A,FALSE,Survey Site
1268,7/31/2012,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,354,120/111/101,,IA,143,IA-143,North Raccoon River,,Raccoon River Greenbelt- Sac City,Wadeable,,1139,04-RAC-1139,47b,Sac,Mississippi,328.119,Warm Water,huc071000060310,4703800,334627,42.46889,-95.01163,Yes,TRUE,Reference Site
1285,9/24/2012,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,239,113/113/106,,IA,323,IA-323,Maquoketa River,REMAP #28,Manchester,Wadeable,REMAP,16,01-MAQ-16,47c,Delaware,Mississippi,274.449,Warm Water,huc070600060210,4703304,627435,42.4716,-91.44977,No,FALSE,Survey Site
1275,8/14/2012,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,253,106/103/99,,IA,413,IA-413,Brophy Creek,REMAP #108,McCausland,Wadeable,REMAP,358,01-WPS-358,47f,Clinton,Mississippi,88.454,Warm Water,huc070801030502,4627666,712677,41.77235,-90.44118,N/A,FALSE,Survey Site
1351,8/2/2012,TRUE,TRUE,57,Good,3,Good/Good/Good,Float ArtSub,Warm Water,287,121/102/110,,IA,933,IA-933,West Fork Des Moines River,,Humboldt,Non-wadeable,Ambient Monthly WQ,1220,04-UDM-1220,47b,Humboldt,Mississippi,2308,Warm Water,huc071000020903,4725381,401073,42.67455,-94.20734,Undetermined,FALSE,Survey Site
1311,8/2/2012,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,160,95/116/119,,IA,223,IA-223,East Fork Des Moines River,,St Joseph,Wadeable,Ambient Monthly WQ/2011 Nutrient (WW),1882,04-EDM-1882,47b,Kossuth,Mississippi,977.372,Warm Water,huc071000030806,4756175,399349,42.95156,-94.23387,No,FALSE,Survey Site
1317,8/16/2012,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,274,103/104/103,,IA,839,IA-839,Iowa River,,Gifford,Non-wadeable,Ambient Monthly WQ/2011 Nutrient (WW),646,02-IOW-646,47f,Hardin,Mississippi,774.706,Warm Water,huc070802070902,4684221,493762,42.3102,-93.07569,N/A,FALSE,Survey Site
1743,7/28/2014,TRUE,TRUE,57,Good,3,Good/Good/Good,Surb,Warm Water,105,104/105/95,,IA,83,IA-83,Lick Creek,,Shimek State Forest - Farmington,Wadeable,,1027,04-LDM-1027,40a,Lee,Mississippi,16.153,Warm Water,huc071000091208,4495987,611442,40.60719,-91.68271,N/A,TRUE,Reference Site
1561,8/13/2013,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,161,110/101/112,,IA,204,IA-204,Farmers Creek,,Fulton,Wadeable,,94,01-NMQ-94,47f,Jackson,Mississippi,33.225,Warm Water,huc070600060802,4674288,694164,42.19665,-90.64833,N/A,FALSE,Survey Site
1605,9/3/2013,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,108,102/103/98,,IA,848,IA-848,Cedar River,,Downstream of Waterloo,Non-wadeable,2011 Nutrient (WW),462,02-CED-462,47c,Black Hawk,Mississippi,5234.17,Warm Water,huc070802050906,4696229,564265,42.4157,-92.21891,Undetermined,FALSE,Survey Site
1619,10/9/2013,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,187,106/93/91,,IA,947,IA-947,Beaver Creek,,Cedar Falls,Wadeable,Ambient Monthly WQ,555,02-CED-555,47c,Black Hawk,Mississippi,391,Warm Water,huc070802050304,4713545,540469,42.57326,-92.50689,Undetermined,FALSE,Survey Site
1625,6/10/2013,TRUE,TRUE,57,Good,3,Good/Good/Good,Hess,Warm Water,240,109/110/110,,IA,719,IA-719,Bluebell Creek,,Millville,Headwater,Headwater Reference Study,6325,01-TRK-6325,52b,Clayton,Mississippi,5.745,Warm Water,huc070600040904,4727997,660932,42.68761,-91.03553,N/A,FALSE,Candidate Reference Site
1623,10/7/2013,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,153,101/93/98,,IA,944,IA-944,North Skunk River,,Sigourney,Wadeable,Ambient Monthly WQ,854,03-NSK-854,47f,Keokuk,Mississippi,631,Warm Water,huc070801060601,4570521,562169,41.28374,-92.25759,N/A,FALSE,Survey Site
1925,9/30/2015,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,211,103/116/102,,IA,898,IA-898,Mud Creek,,Van Horne,Headwater,Headwater Reference Study,519,02-CED-519,47c,Benton,Mississippi,12.561,Warm Water,huc070802051104,4658883,573530,42.07857,-92.11105,Undetermined,FALSE,Candidate Reference Site
1834,8/17/2015,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,123,112/102/97,,IA,935,IA-935,West Nishnabotna River,,Malvern,Wadeable,Ambient Monthly WQ,1441,05-NSH-1441,47e,Mills,Missouri,967,Warm Water,huc102400020801,4540411,287332,40.98717,-95.52809,N/A,FALSE,Survey Site
1845,8/27/2015,TRUE,TRUE,57,Good,3,Fair/Fair/Fair,Float ArtSub,Warm Water,153,106/93/110,,IA,921,IA-921,Iowa River,,Marshalltown - DS1,Non-wadeable,Ambient Monthly WQ,641,02-IOW-641,47f,Marshall,Mississippi,1635,Warm Water,huc070802080405,4655426,512690,42.05079,-92.84664,N/A,FALSE,Survey Site
1853,8/17/2015,TRUE,TRUE,57,Good,3,Good/Good,ArtSub,Warm Water,194,100/102,,IA,221,IA-221,East Nishnabotna River,,Shenandoah,Non-wadeable,Ambient Monthly WQ,1415,05-NSH-1415,47e,Page,Missouri,1021.794,Warm Water,huc102400030706,4517690,298708,40.78555,-95.38562,N/A,FALSE,Survey Site
1855,9/28/2015,TRUE,TRUE,57,Good,3,Good/Good/Good,ArtSub,Warm Water,439,101/121/105,,IA,30,IA-30,Winnebago River,,Lande Access-Lake Mills,Wadeable,Upper Winnebago Watershed Study,831,02-WIN-831,47b,Winnebago,Mississippi,112.49,Warm Water,huc070802030104,4809165,451759,43.43382,-93.59606,No,TRUE,Reference Site
1838,7/29/2015,TRUE,TRUE,56,Good,3,Good/Good/Good,Hess,Warm Water,113,102/89/91,,IA,455,IA-455,Dry Run Creek,DRC4,US of University AVE near UNI campus,Wadeable,TMDL/319 Program Projects/Dry Run Creek Study,554,02-CED-554,47c,Black Hawk,Mississippi,9.432,Warm Water,huc070802050701,4706829,545161,42.51251,-92.45026,Yes,FALSE,Survey Site
1788,9/9/2014,TRUE,TRUE,56,Good,3,Good/Good/Good,Hess,Warm Water,136,99/103/101,,IA,848,IA-848,Cedar River,,Downstream of Waterloo,Non-wadeable,2011 Nutrient (WW),462,02-CED-462,47c,Black Hawk,Mississippi,5234.17,Warm Water,huc070802050906,4696229,564265,42.4157,-92.21891,Undetermined,FALSE,Survey Site
1772,9/8/2014,TRUE,TRUE,56,Good,3,Good/Good,Float ArtSub,Warm Water,110,94/100,,IA,954,IA-954,Winnebago River,,Mason City - DS1,Wadeable,,826,02-WIN-826,47c,Cerro Gordo,Mississippi,654,Warm Water,huc070802030401,4774757,489966,43.12548,-93.12335,Undetermined,FALSE,Survey Site
1779,8/21/2014,TRUE,TRUE,56,Good,3,Good/Good/Good,Float ArtSub,Warm Water,121,106/99/105,,IA,944,IA-944,North Skunk River,,Sigourney,Wadeable,Ambient Monthly WQ,854,03-NSK-854,47f,Keokuk,Mississippi,631,Warm Water,huc070801060601,4570521,562169,41.28374,-92.25759,N/A,FALSE,Survey Site
1780,10/9/2014,TRUE,TRUE,56,Good,3,Good/Good/Good,ArtSub,Warm Water,230,105/101/99,,IA,947,IA-947,Beaver Creek,,Cedar Falls,Wadeable,Ambient Monthly WQ,555,02-CED-555,47c,Black Hawk,Mississippi,391,Warm Water,huc070802050304,4713545,540469,42.57326,-92.50689,Undetermined,FALSE,Survey Site
1770,10/2/2014,TRUE,TRUE,56,Good,3,Good/Good/Good,Float ArtSub,Warm Water,181,92/107/105,,IA,844,IA-844,Wapsipinicon River,,De Witt,Non-wadeable,Ambient Monthly WQ/2011 Nutrient (WW),332,01-WPS-332,47f,Scott,Mississippi,2333.972,Warm Water,huc070801030605,4626791,704904,41.76653,-90.53491,N/A,FALSE,Survey Site
1929,8/14/2015,TRUE,TRUE,56,Good,3,Good/Good/Good,ArtSub,Warm Water,196,86/94/95,,IA,1045,IA-1045,North Walnut Creek,new downstream site,Pleasant Plain,Headwater,Headwater Reference Study,6425,03-SKU-6425,47f,Jefferson,Mississippi,7.7,Warm Water,huc070801070402,4553167,591623,41.12463,-91.90851,N/A,FALSE,Candidate Reference Site
1919,8/24/2015,TRUE,TRUE,56,Good,3,Good/Good/Good,Float ArtSub,Warm Water,219,106/117/105,,IA,952,IA-952,Cedar River,,Cedar Rapids - DS1,Non-wadeable,Ambient Monthly WQ,451,02-CED-451,47f,Linn,Mississippi,6955,Warm Water,huc070802060401,4642530,620154,41.92559,-91.55087,N/A,FALSE,Survey Site
1932,10/5/2015,TRUE,TRUE,56,Good,3,Good/Good/Good,LowFlow ArtSub,Warm Water,273,119/143/100,,IA,743,IA-743,Trinkle Creek,HW115,Kiron,Headwater,Headwater Reference Study,6351,06-BOY-6351,47e,Crawford,Missouri,10.872,Warm Water,huc102300070207,4671813,316120,42.17686,-95.22642,N/A,FALSE,Candidate Reference Site
1937,5/19/2016,TRUE,TRUE,56,Good,3,Good/Good/Good,Surb,Warm Water,185,117/111/116,,IA,870,IA-870,Unnamed Tributary to Willow Creek,,Collins,Headwater,Headwater Reference Study,6504,03-SSK-6504,47b,Story,Mississippi,3.988,Warm Water,huc070801050701,4640212,479902,41.9136,-93.24235,No,FALSE,Candidate Reference Site
1981,8/11/2016,TRUE,TRUE,56,Good,3,Good/Good/Good,Float ArtSub,Warm Water,113,103/113/105,,IA,223,IA-223,East Fork Des Moines River,,St Joseph,Wadeable,Ambient Monthly WQ/2011 Nutrient (WW),1882,04-EDM-1882,47b,Kossuth,Mississippi,977.372,Warm Water,huc071000030806,4756175,399349,42.95156,-94.23387,No,FALSE,Survey Site
1620,10/2/2013,TRUE,TRUE,56,Good,3,Good/Good/Good,Hess,Warm Water,233,105/94/101,,IA,26,IA-26,Bear Creek,,Shellsburg,Wadeable,,517,02-CED-517,47c,Benton,Mississippi,51.848,Warm Water,huc070802051204,4662434,590138,42.10882,-91.90975,No,FALSE,Reference Site
1617,9/24/2013,TRUE,TRUE,56,Good,3,Good/Good/Good,ArtSub,Warm Water,275,106/103/107,,IA,3,IA-3,Crane Creek,,Lourdes,Wadeable,,212,01-TRK-212,47c,Howard,Mississippi,69.571,Warm Water,huc070600040102,4790037,555897,43.26106,-92.31129,No,FALSE,Reference Site
