PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,LAT_DD83,LON_DD83,AG_ECO9_NM,SITETYPE,INDEX_VISIT,FISH_SAMPLING,SAMPLED_FISH,RT_NRSA,MMI_FISH,ALIENNTAX_PT,ALIENNTAX_WS,ALIENNTAX_WS_PT,ALIENPIND_WS,ALIENPIND_WS_PT,BENTINVPTAX_WS,BENTINVPTAX_WS_PT,CARNNTAX_WS,CARNNTAX_WS_PT,CENTPTAX_PT,CYPRNTAX_PT,CYPRPTAX_WS,CYPRPTAX_WS_PT,HERBPTAX_PT,INTLINVPTAX_PT,INTLLOTNTAX_WS,INTLLOTNTAX_WS_PT,INTLLOTPTAX_WS,INTLLOTPTAX_WS_PT,INTLMIGRNTAX_PT,INTLMIGRPIND_PT,INTLMIGRPTAX_PT,INTLPTAX_PT,INVNTAX_PT,INVPIND_WS,INVPIND_WS_PT,INVPTAX_PT,LITHNTAX_PT,LITHNTAX_WS,LITHNTAX_WS_PT,LITHPIND_PT,LITHPIND_WS,LITHPIND_WS_PT,LITHPTAX_PT,LITHPTAX_WS,LITHPTAX_WS_PT,LOTNTAX_WS,LOTNTAX_WS_PT,LOTPIND_WS,LOTPIND_WS_PT,MIGRNTAX_WS,MIGRNTAX_WS_PT,MIGRPTAX_WS,MIGRPTAX_WS_PT,NAT_CARNNTAX_WS,NAT_CARNNTAX_WS_PT,NAT_CATOPIND_PT,NAT_CENTNTAX_WS,NAT_CENTNTAX_WS_PT,NAT_CYPRPIND_PT,NAT_HERBPTAX_PT,NAT_ICTAPIND_WS,NAT_ICTAPIND_WS_PT,NAT_INTLPIND_WS,NAT_INTLPIND_WS_PT,NAT_LITHPIND_WS,NAT_LITHPIND_WS_PT,NAT_MIGRNTAX_PT,NAT_MIGRPTAX_WS,NAT_MIGRPTAX_WS_PT,NAT_NTOLBENTPTAX_PT,NAT_NTOLNTAX_PT,NAT_NTOLNTAX_WS,NAT_NTOLNTAX_WS_PT,NAT_PIND_PT,NAT_PTAX_PT,NAT_RHEOPIND_PT,NAT_TOTLNTAX_WS,NAT_TOTLNTAX_WS_PT,NTOLNTAX_WS,NTOLNTAX_WS_PT,NTOLPTAX_PT,NTOLPTAX_WS,NTOLPTAX_WS_PT,RBCATONTAX_PT,RHEONTAX_PT,RHEOPIND_PT,SALMNTAX_PT,TOLRNTAX_PT,TOLRNTAX_WS,TOLRNTAX_WS_PT,TOLRPTAX_PT 
4/23/2019,1003869,MOLS-1086,1,7/8/2014,MO,37.25198,-89.66009,Coastal Plains,PROB,Y,,YES-SUFFICIENT,T,30.94,,,,8.906,3.64,,,,,,,,,,,,,,,,,0,,,,,3.37,,,,,-41.998,3.42,,,,,,-2.749,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.578,7.52,,,,,,0,,,,,11.646,0,
4/23/2019,1003870,MSR9-0908,1,7/8/2014,MS,31.5687,-89.32066,Coastal Plains,PROB,Y,,YES-SUFFICIENT,R,69.89,,,,1.562,8.61,,,,,,,,,,,,,,,,,7.09,,,,,6.86,,,,,-2.295,6.86,,,,,,14.938,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,6.95,,,,,,3.33,,,,,-1.144,7.71,
4/23/2019,1003871,NDLS-1068,1,7/8/2014,ND,47.47418,-102.6896,Northern Plains,PROB,Y,,YES-SUFFICIENT,R,34.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.487,2.61,,,,1.581,7.05,,,-0.237,4.79,,,0.511,6.42,,,,0.83,,,,-40.704,0.16,,,,,,,,,,,,,,,,,,-13.046,5.57,,,,,,,,
4/23/2019,1003872,NESS-1128,1,7/8/2014,NE,40.05924,-101.753,Southern Plains,PROB,Y,,YES-SUFFICIENT,S,39.68,,,,,,,,,,,,52.367,1.29,0,,,,,,,,,,,,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.697,9.81,,1.43,,,0,,,,,,,,,,,,5.88,,10,,,
4/23/2019,1003873,OKSS-1429,1,7/8/2014,OK,34.54844,-95.89648,Southern Appalachians,PROB,Y,,"NO-<50% OF REACH,<25 INDIV",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003874,ORRM-1010,1,7/8/2014,OR,45.99067,-118.9969,Xeric,PROB,Y,,YES-SUFFICIENT,S,57.49,,,,,,-26.286,3.12,,,10,,,,,,,,,,,,,,,,,,,-6.552,0,,,,,,,,,,,,,47.607,10,,,,,,,,,,,,,,,,,,,,,3.45,,,,,,,7.5,,,,,3.45,,,0.606,8.47,
4/23/2019,1003875,PAR9-0909,1,7/8/2014,PA,40.14318,-75.51026,Southern Appalachians,PROB,Y,,"NO->20 CW SAMPLED,<500 INDIV",T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003876,LAR9-0905,1,7/8/2014,LA,32.06618,-93.41412,Coastal Plains,PROB,Y,,YES-SUFFICIENT,S,36.98,,,,14.16,0.08,,,,,,,,,,,,,,,,,0,,,,,2.89,,,,,20.277,8.82,,,,,,17.24,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.894,2.47,,,,,,0,,,,,0.049,6.6,
4/23/2019,1003877,MTR9-0921,1,7/8/2014,MT,47.79247,-109.2768,Northern Plains,PROB,Y,,YES-SUFFICIENT,R,56.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.557,6.01,,,,0.327,5.72,,,1.579,10,,,-0.264,4.51,,,,4.92,,,,24.38,6.39,,,,,,,,,,,,,,,,,,4.031,7.37,,,,,,,,
4/23/2019,1003878,MTS9-0930,1,7/8/2014,MT,48.72955,-105.4412,Northern Plains,PROB,Y,,SEINING ONLY,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003879,SDRO-1070,1,7/8/2014,SD,44.03291,-101.5472,Northern Plains,PROB,Y,,YES-SUFFICIENT,S,16.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-37.751,1.36,,,,-3.73,1.4,,,-1.758,0.43,,,-1.71,0.94,,,,0.97,,,,-12.074,2.9,,,,,,,,,,,,,,,,,,-20.205,4.82,,,,,,,,
4/23/2019,1003880,IAS9-0932,1,7/8/2014,IA,42.44584,-96.01966,Temperate Plains,PROB,Y,,YES-SUFFICIENT,T,57.49,,-0.138,9.32,,,,,-0.332,5.72,,,,,,,,,,,10,,,0,,,,,,,,7.32,,,,,,,,,,,,,,,,,,,,,-1.287,9.66,,,,,,,,,,-3.759,3.97,,,,,,,,,,,,0,,,,,,
4/23/2019,1003881,WARM-1003,1,7/8/2014,WA,46.03379,-117.1125,Western Mountains,PROB,Y,PERMIT_RESTRICT,"NO-<20 CW SAMPLED,<500 INDIV",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003883,MIR9-0909,1,7/8/2014,MI,44.64747,-84.09452,Upper Midwest,PROB,Y,,YES-SUFFICIENT,R,57.76,,,,,,,,,,,5.56,,,,3.33,1.576,9.01,,,,,4.17,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-0.349,5.42,,,,,,,,,-2.592,8.72,
4/23/2019,1003884,NYRF-0003,1,7/9/2014,NY,44.55787,-73.44391,Northern Appalachians,HAND,Y,,YES-SUFFICIENT,S,19.7,2.5,,,,,,,,,,,,,,,,,,,,0,,,5.56,,,,,,,,,,,-38.352,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,-13.387,4.22,,,,0,,5.939,1.08,
4/23/2019,1003885,RIS9-0911,1,7/9/2014,RI,41.84804,-71.78683,Northern Appalachians,PROB,Y,NO_FISH,YES-SUFFICIENT,S,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003886,NDLS-1070,1,7/9/2014,ND,48.39032,-102.7695,Northern Plains,PROB,Y,,YES-SUFFICIENT,S,53.83,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.129,9.65,,,,-4.22,0.88,,,-0.643,3.63,,,-1.44,1.61,,,,10,,,,-18.395,2.29,,,,,,,,,,,,,,,,,,34.437,10,,,,,,,,
4/23/2019,1003887,WIRF-0009,1,7/9/2014,WI,46.03254,-89.99097,Upper Midwest,HAND,Y,SITE_CONDITIONS,NOT FISHED,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003888,CORF-0002,1,7/9/2014,CO,39.56461,-108.5008,Xeric,HAND,Y,,YES-SUFFICIENT,R,77.07,,,,,,21.326,9.73,,,10,,,,,,,,,,,,,,,,,,,-0.163,7.69,,,,,,,,,,,,,-24.031,3.96,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,10,,,,,10,,,-0.024,9.78,
4/23/2019,1003889,ILSS-1117,1,7/9/2014,IL,39.94937,-90.56089,Temperate Plains,PROB,Y,NO_FISH,YES-SUFFICIENT,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003890,MNS9-0931,1,7/9/2014,MN,47.75502,-91.53362,Upper Midwest,PROB,Y,,YES-SUFFICIENT,R,57.49,,,,,,,,,,,4.44,,,,3.33,0.916,7.79,,,,,8.33,,,,,,,,,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,-0.515,5.31,,,,,,,,,-1.026,7.04,
4/23/2019,1003891,MOSS-1166,1,7/9/2014,MO,38.40648,-90.38821,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,74.1,,,,,,,,,,,,,,,,,,,,,,,,,-11.877,4.9,,,,,,,,,,,,,,,,,,,,,,-0.439,7.87,,,,,,,19.319,8.93,7.5,,,5.62,,,,,10,,,,,,6.33,,,,,,,,,,8.13
4/23/2019,1003892,NER9-0911,1,7/9/2014,NE,40.62492,-100.5746,Southern Plains,PROB,Y,,YES-SUFFICIENT,S,51.6,,,,,,,,,,,,57.991,0.58,8,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.732,9.82,,0,,,3.87,,,,,,,,,,,,4.84,,9.17,,,
4/23/2019,1003893,ORSS-1175,1,7/9/2014,OR,45.87203,-117.9262,Western Mountains,PROB,Y,EQUIPMENT_FAILURE,NOT FISHED,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003894,TXR9-0906,1,7/9/2014,TX,29.15721,-97.38375,Southern Plains,PROB,Y,,YES-SUFFICIENT,T,45.35,,,,,,,,,,,,-0.8,7.99,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.122,9.94,,7.14,,,9.54,,,,,,,,,,,,0,,1.67,,,
4/23/2019,1003895,MER9-0901,1,7/9/2014,ME,47.13183,-67.8981,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,55.54,5,,,,,,,,,,,,,,,,,,,,0,,,8.89,,,,,,,,,,,11.658,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,,,,,,28.479,10,,,,0,,-3.27,10,
4/23/2019,1003896,MTS9-0933,1,7/9/2014,MT,48.94323,-106.8565,Northern Plains,PROB,Y,,SEINING ONLY,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003897,OKSS-1430,1,7/9/2014,OK,35.46899,-94.95436,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,S,48.81,,,,,,,,,,,,,,,,,,,,,,,,,19.372,8.07,,,,,,,,,,,,,,,,,,,,,,7.355,0,,,,,,,-15.681,4.81,10,,,3.6,,,,,6.3,,,,,,2.94,,,,,,,,,,3.33
4/23/2019,1003898,PAS9-0915,1,7/9/2014,PA,40.07336,-75.22354,Southern Appalachians,PROB,Y,,"NO->20 CW SAMPLED,<500 INDIV",T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003899,SDRO-1074,1,7/9/2014,SD,44.10255,-101.0015,Northern Plains,PROB,Y,,YES-SUFFICIENT,S,35.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.826,2.11,,,,0.675,6.09,,,0.108,5.78,,,-2.024,0.17,,,,6.57,,,,-4.712,3.6,,,,,,,,,,,,,,,,,,-26.693,4.14,,,,,,,,
4/23/2019,1003901,MTRM-1001,1,7/9/2014,MT,48.36584,-108.1537,Northern Plains,PROB,Y,,YES-SUFFICIENT,T,46.55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.76,6.6,,,,-2.68,2.52,,,0.803,7.77,,,-1.74,0.87,,,,10,,,,12.077,5.21,,,,,,,,,,,,,,,,,,-25.44,4.27,,,,,,,,
4/23/2019,1003902,NYRM-1002,1,7/10/2014,NY,43.30507,-73.59358,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,37.5,5,,,,,,,,,,,,,,,,,,,,0,,,5.56,,,,,,,,,,,-33.016,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,,,,,,-6.079,5.39,,,,0,,0.199,7.86,
4/23/2019,1003903,DELS-1038,1,7/9/2014,DE,39.69242,-75.72293,Southern Appalachians,PROB,Y,,YES-SUFFICIENT,T,32.44,,,,,,,,,,,,,,,,,,,,,,,,,-16.042,4.48,,,,,,,,,,,,,,,,,,,,,,0.26,6.52,,,,,,,-41.37,1.78,5,,,3,,,,,0,,,,,,2.67,,,,,,,,,,2.5
4/23/2019,1003904,WAR9-0904,1,7/9/2014,WA,46.27617,-118.1925,Xeric,PROB,Y,SITE_CONDITIONS,NOT FISHED,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003905,NDLS-1073,1,7/10/2014,ND,48.02285,-102.1922,Northern Plains,PROB,Y,,YES-SUFFICIENT,S,40.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.72,5.65,,,,0.317,5.71,,,-0.522,3.97,,,-1.157,2.31,,,,10,,,,-25.048,1.66,,,,,,,,,,,,,,,,,,-33.703,3.4,,,,,,,,
4/23/2019,1003906,TXLS-1120,1,7/10/2014,TX,29.30338,-97.69902,Coastal Plains,PROB,Y,,YES-50-90% OF REACH,T,33.3,,,,-0.173,9.78,,,,,,,,,,,,,,,,,0,,,,,4.06,,,,,-43.796,3.26,,,,,,-71.255,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.256,0.54,,,,,,0,,,,,-2.264,8.76,
4/23/2019,1003907,CORF-0004,1,7/10/2014,CO,39.50958,-108.5253,Xeric,HAND,Y,,YES-SUFFICIENT,R,75.86,,,,,,-13.787,4.85,,,10,,,,,,,,,,,,,,,,,,,2.592,10,,,,,,,,,,,,,-13.73,4.96,,,,,,,,,,,,,,,,,,,,,4.74,,,,,,,10,,,,,6.32,,,-0.041,9.82,
4/23/2019,1003908,CALS-1099,1,7/9/2014,CA,38.36417,-119.4448,Xeric,PROB,Y,,YES-SUFFICIENT,R,89.91,,,,,,16.932,9.12,,,10,,,,,,,,,,,,,,,,,,,-0.766,6.92,,,,,,,,,,,,,18.255,8.06,,,,,,,,,,,,,,,,,,,,,7.96,,,,,,,10,,,,,10,,,-0.065,9.87,
4/23/2019,1003909,ILS9-0926,1,7/10/2014,IL,39.59013,-90.8737,Temperate Plains,PROB,Y,,YES-SUFFICIENT,S,60.01,,1.094,4.06,,,,,0.165,6.55,,,,,,,,,,,10,,,0,,,,,,,,6.84,,,,,,,,,,,,,,,,,,,,,-0.342,9.17,,,,,,,,,,-0.317,6.39,,,,,,,,,,,,5,,,,,,
4/23/2019,1003910,MNRO-1050,1,7/10/2014,MN,47.20552,-92.80054,Upper Midwest,PROB,Y,,YES-SUFFICIENT,S,27.21,,,,,,,,,,,3.33,,,,0,-2.398,1.65,,,,,0,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,-5.235,2.13,,,,,,,,,-3.523,9.72,
4/23/2019,1003911,MSR9-0903,2,7/9/2014,MS,30.88339,-88.77355,Coastal Plains,PROB,N,,YES-SUFFICIENT,S,77.17,,,,3.143,7.54,,,,,,,,,,,,,,,,,10,,,,,6.05,,,,,10.207,7.95,,,,,,24.022,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89,8.98,,,,,,6.67,,,,,1.559,5.19,
4/23/2019,1003912,IDRF-0101,1,7/9/2014,ID,46.50987,-114.7182,Western Mountains,HAND,Y,,"NO->20 CW SAMPLED,<500 INDIV",R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003913,IDR9-0902,1,7/7/2014,ID,46.13488,-115.9599,Western Mountains,PROB,Y,,YES-SUFFICIENT,S,68.81,,,,,,,,,,,,,,,,,,-25.969,4.61,,,,,,,,,,,,,,,10,,,,,,,,,,,,,1.42,,,,10,,,,,,,,-5.55,5.99,,,,,10,,,-1.105,3.03,,,,,,,,,,10,,,
4/23/2019,1003914,IDRM-1003,1,7/7/2014,ID,46.24418,-116.0405,Western Mountains,PROB,Y,,YES-SUFFICIENT,S,73.47,,,,,,,,,,,,,,,,,,20.197,9.24,,,,,,,,,,,,,,,6.19,,,,,,,,,,,,,2.35,,,,5.71,,,,,,,,14.661,7.75,,,,,10,,,1.726,7.54,,,,,,,,,,10,,,
4/23/2019,1003915,MSR9-0906,1,7/10/2014,MS,31.09621,-89.27796,Coastal Plains,PROB,Y,,YES-SUFFICIENT,S,61.85,,,,-0.297,9.87,,,,,,,,,,,,,,,,,0,,,,,7.9,,,,,7.133,7.68,,,,,,-6.137,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.246,5.39,,,,,,3.33,,,,,-2.344,8.83,
4/23/2019,1003916,CASS-1271,1,7/10/2014,CA,38.58012,-119.8887,Western Mountains,PROB,Y,,YES-SUFFICIENT,R,86.54,,,,,,,,,,,,,,,,,,-2.691,6.94,,,,,,,,,,,,,,,10,,,,,,,,,,,,,10,,,,10,,,,,,,,14.891,7.77,,,,,10,,,-0.172,4.52,,,,,,,,,,10,,,
4/23/2019,1003917,KSR9-0915,1,7/8/2014,KS,38.37939,-96.2142,Temperate Plains,PROB,Y,SITE_CONDITIONS,NOT FISHED,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003918,WARF-0107,1,7/5/2014,WA,48.63428,-120.4822,Western Mountains,HAND,Y,,"NO->20 CW SAMPLED,<500 INDIV",R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003919,IDRM-1005,1,7/10/2014,ID,44.26038,-114.7981,Western Mountains,PROB,Y,,"NO->20 CW SAMPLED,<500 INDIV",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003920,PAS9-0914,1,7/10/2014,PA,41.7208,-75.41279,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,63.16,10,,,,,,,,,,,,,,,,,,,,0,,,8.89,,,,,,,,,,,-15.991,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,,,,,-7.944,5.09,,,,5,,1.019,6.89,
4/23/2019,1003921,SCR9-0902,2,7/10/2014,SC,33.90909,-79.4403,Coastal Plains,PROB,N,,YES-SUFFICIENT,T,37.9,,,,22.097,0,,,,,,,,,,,,,,,,,0,,,,,4.62,,,,,5.04,7.5,,,,,,3.868,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.526,4.83,,,,,,3.33,,,,,4.334,2.6,
4/23/2019,1003922,SCS9-0920,2,7/11/2014,SC,33.82362,-80.06803,Coastal Plains,PROB,N,,YES-SUFFICIENT,S,51.4,,,,4.551,6.58,,,,,,,,,,,,,,,,,0,,,,,7.7,,,,,-50.619,2.67,,,,,,-40.928,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.546,7.94,,,,,,6.67,,,,,0.256,6.41,
4/23/2019,1003923,SCR9-0901,2,7/9/2014,SC,33.88391,-78.78474,Coastal Plains,PROB,N,,YES-SUFFICIENT,T,37.23,,,,21.349,0,,,,,,,,,,,,,,,,,0,,,,,6.46,,,,,-11.523,6.06,,,,,,-44.254,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.917,4.22,,,,,,3.33,,,,,-0.251,6.88,
4/23/2019,1003924,NYRF-0001,1,7/11/2014,NY,42.60627,-73.47956,Northern Appalachians,HAND,Y,,YES-SUFFICIENT,S,54.75,2.5,,,,,,,,,,,,,,,,,,,,0,,,7.78,,,,,,,,,,,-11.849,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96,,,,,,2.267,6.74,,,,10,,0.687,7.28,
4/23/2019,1003925,UTS9-0928,1,7/10/2014,UT,40.86446,-110.5394,Western Mountains,PROB,Y,,YES-SUFFICIENT,R,63.4,,,,,,,,,,,,,,,,,,-35.654,3.64,,,,,,,,,,,,,,,7.33,,,,,,,,,,,,,9.47,,,,2.5,,,,,,,,-40.882,2.91,,,,,7.78,,,1.442,7.09,,,,,,,,,,10,,,
4/23/2019,1003926,NER9-0912,1,7/10/2014,NE,40.2352,-100.3105,Southern Plains,PROB,Y,,YES-SUFFICIENT,T,41.84,,,,,,,,,,,,42.615,2.52,6.15,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.516,5.78,,4.29,,,3.8,,,,,,,,,,,,0.1,,5.83,,,
4/23/2019,1003927,NERO-1042,1,7/11/2014,NE,41.22095,-99.24727,Southern Plains,PROB,Y,,YES-SUFFICIENT,T,35.42,,,,,,,,,,,,48.433,1.79,6.67,,,,,,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.945,9.88,,0,,,0,,,,,,,,,,,,0,,8.33,,,
4/23/2019,1003928,ILS9-0919,2,7/11/2014,IL,39.41046,-89.1314,Temperate Plains,PROB,N,,YES-SUFFICIENT,T,38.27,,1.012,4.41,,,,,0.638,7.34,,,,,,,,,,,10,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,13.995,1.68,,,,,,,,,,0.823,7.19,,,,,,,,,,,,0,,,,,,
4/23/2019,1003929,NHRM-1005,1,7/10/2014,NH,44.62447,-71.54729,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,57.76,5,,,,,,,,,,,,,,,,,,,,7.62,,,7.78,,,,,,,,,,,-5.213,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,-0.697,6.26,,,,5,,0.683,7.29,
4/23/2019,1003930,CORO-1034,1,7/11/2014,CO,40.11629,-108.282,Xeric,PROB,Y,,YES-SUFFICIENT,S,85.58,,,,,,-10.934,5.25,,,10,,,,,,,,,,,,,,,,,,,0.24,8.21,,,,,,,,,,,,,21.177,8.34,,,,,,,,,,,,,,,,,,,,,7.27,,,,,,,10,,,,,9.39,,,-0.202,10,
4/23/2019,1003932,MSRF-0001,1,7/11/2014,MS,31.35115,-90.84966,Coastal Plains,HAND,Y,,YES-SUFFICIENT,R,68.15,,,,1.311,8.78,,,,,,,,,,,,,,,,,0,,,,,7.9,,,,,2.441,7.28,,,,,,15.89,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.026,7.27,,,,,,6.67,,,,,-1.483,8.03,
4/23/2019,1003933,MTLS-1139,1,7/10/2014,MT,48.9226,-106.7994,Northern Plains,PROB,Y,,YES-SUFFICIENT,S,36.12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38.527,1.29,,,,-1.943,3.3,,,-0.355,4.45,,,-0.766,3.27,,,,0.16,,,,-34.217,0.78,,,,,,,,,,,,,,,,,,-12.306,5.65,,,,,,,,
4/23/2019,1003934,COR9-0904,1,7/13/2014,CO,40.94132,-102.3414,Southern Plains,PROB,Y,,"NO->20 CW SAMPLED,<500 INDIV",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/23/2019,1003935,MELS-1049,1,7/11/2014,ME,46.57604,-68.08781,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,57.69,7.5,,,,,,,,,,,,,,,,,,,,2.79,,,4.44,,,,,,,,,,,-7.788,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.44,,,,,,6.883,7.48,,,,5,,-0.295,8.45,
4/23/2019,1003936,MELS-1053,1,7/10/2014,ME,46.1289,-67.84635,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,S,48.05,2.5,,,,,,,,,,,,,,,,,,,,0,,,8.89,,,,,,,,,,,-11.101,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17,,,,,,-4.205,5.7,,,,5,,1.312,6.55,
4/23/2019,1003937,NYLS-1116,1,7/13/2014,NY,43.73873,-74.9586,Northern Appalachians,PROB,Y,,YES-SUFFICIENT,R,39.66,10,,,,,,,,,,,,,,,,,,,,0,,,4.44,,,,,,,,,,,-30.1,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,-20.497,3.07,,,,0,,1.787,5.99,
4/23/2019,1003938,SCRO-1014,1,7/13/2014,SC,33.29672,-81.85058,Coastal Plains,PROB,Y,,YES-SUFFICIENT,T,57.74,,,,5.452,5.97,,,,,,,,,,,,,,,,,0,,,,,4.53,,,,,22.773,9.04,,,,,,14.209,8.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.713,10,,,,,,6.67,,,,,5.463,1.55,
4/23/2019,1003939,COLS-1061,1,7/13/2014,CO,37.75138,-107.3354,Western Mountains,PROB,Y,,YES-SUFFICIENT,S,61.17,,,,,,,,,,,,,,,,,,-18.985,5.31,,,,,,,,,,,,,,,10,,,,,,,,,,,,,10,,,,10,,,,,,,,-54.028,1.77,,,,,0.91,,,-2.412,0.95,,,,,,,,,,10,,,
4/23/2019,1003941,COS9-0930,1,7/14/2014,CO,38.18577,-106.4895,Western Mountains,PROB,Y,NO_FISH,YES-SUFFICIENT,T,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
