UID,SITE_ID,DATE_COL,VISIT_NO,SITESAMP,UNIQUE_ID,DSGN_CYCLE,AG_ECO3,AG_ECO9,EPA_REG,EVAL_CAT,FED_NONFED,FS_EW,HUC2_NM,LAT_DD83,LON_DD83,MAJ_BAS_NM,MIS_BAS_NM,MISS_BASIN,OWN_NARS,PSTL_CODE,STRAH_CAT,URBN_NRS18,USFS,WGT_TP,XCOORD,YCOORD,ACID_COND,ANC_COND,BEDSED_COND,BENT_MMI_COND,CYLSPER_DETECT,CYLSPER_EPA_COND,ENT_1X_STV_COND,FISH_MMI_COND,HG_COND,INSTRMCVR_COND,MICX_DETECT,MICX_EPA_COND,NTL_COND,OE_COND,PTL_COND,RIPDIST_COND,RIPVEG_COND,SAL_COND,SALINITY_CLASS,YEAR,PUBLICATION_DATE
2013346,NRS18_TX_10034,8/23/2018,1,Y,NRS_TX-10284,2018-19,PLNLOW,CPL,Region_06,Target_Sampled,Federal,Not_USFS,Texas Region,31.8947458,-95.09106182,Rio Grande-Texas-Gulf Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,TX,LargeStreams,Non-Urban,Not_Forest_Service,714.5465583,85589.62692,-626321.5112,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Above Benchmark,Good,Not Detected,At or Below Benchmark,Fair,OE<0.5,Poor,Low,Good,Good,Freshwater,2018,1/31/2022
2013347,NRS18_WY_10035,8/23/2018,1,Y,NRS_WY-10456,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Lower Missouri Region,42.90839973,-106.5568563,Missouri Region,Lower Missouri Region,Mississippi_Basin,Non Federal,WY,SmallStreams,Non-Urban,Not_Forest_Service,918.7932403,-855429.5395,653244.733,Good,None,Poor,Poor,Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Poor,Not Detected,At or Below Benchmark,Good,OE<0.5,Good,Moderate,Good,Good,Freshwater,2018,1/31/2022
2013348,NRS18_WY_11896,8/22/2018,1,Y,NRS_WY-10621,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Lower Missouri Region,42.82541039,-105.4350037,Missouri Region,Lower Missouri Region,Mississippi_Basin,Non Federal,WY,RiversMajor,Non-Urban,Not_Forest_Service,76.47662555,-765760.8486,634454.0843,Good,None,Poor,Good,Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E<0.8,Good,High,Good,Good,Freshwater,2018,1/31/2022
2013349,NRS18_WY_11908,8/22/2018,1,Y,NRS_WY-10633,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Lower Missouri Region,42.82152069,-105.4057413,Missouri Region,Lower Missouri Region,Mississippi_Basin,Non Federal,WY,RiversMajor,Non-Urban,Not_Forest_Service,76.47662555,-763436.5854,633786.1488,Good,None,Fair,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E<0.8,Good,Moderate,Good,Good,Freshwater,2018,1/31/2022
2013351,NRS18_ID_10011,8/21/2018,1,Y,NRS_ID-10203,2018-19,WMTNS,WMT,Region_10,Target_Sampled,Federal,Not_USFS,Pacific Northwest Region,47.69644765,-116.9152781,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,ID,RiversMajor,Urban,Not_Forest_Service,137.1149283,-1568408.316,1311173.811,Good,None,Poor,Poor,Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Poor,Not Detected,At or Below Benchmark,Poor,OE<0.5,Good,High,Good,Good,Freshwater,2018,1/31/2022
2013352,NRS18_ID_10035,8/22/2018,1,Y,NRS_ID-10390,2018-19,WMTNS,WMT,Region_10,Target_Sampled,Non-Federal,West,Pacific Northwest Region,48.82001876,-116.1500278,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,USFS,ID,LargeStreams,Non-Urban,Forest_Service,1561.442355,-1485854.14,1419776.63,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Moderate,Good,Good,Freshwater,2018,1/31/2022
2013353,NRS18_MO_10031,8/24/2018,1,Y,NRS_MO-10143,2018-19,EHIGH,SAP,Region_07,Target_Sampled,Federal,Not_USFS,Lower Missouri Region,38.01493863,-91.79721698,Missouri Region,Lower Missouri Region,Mississippi_Basin,Non Federal,MO,LargeStreams,Non-Urban,Not_Forest_Service,1884.436396,365370.3998,65793.31718,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Low,Fair,Fair,Freshwater,2018,1/31/2022
2013354,NRS18_MO_10021,8/23/2018,1,Y,NRS_MO-10110,2018-19,EHIGH,SAP,Region_07,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,38.28136274,-91.37650313,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,MO,RiversOther,Non-Urban,Not_Forest_Service,358.5828313,400465.5,97318.44,Good,None,Poor,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Above Benchmark,Good,Not Detected,At or Below Benchmark,Fair,O/E<0.8,Fair,Low,Fair,Good,Freshwater,2018,1/31/2022
2013356,NRS18_MO_10010,8/26/2018,1,Y,NRS_MO-10033,2018-19,EHIGH,SAP,Region_07,Target_Sampled,Federal,Not_USFS,Lower Missouri Region,38.24012139,-91.80404806,Missouri Region,Lower Missouri Region,Mississippi_Basin,Non Federal,MO,RiversMajor,Non-Urban,Not_Forest_Service,358.5828313,363662.9,90981.96,Good,None,Fair,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Above Benchmark,Fair,Not Detected,At or Below Benchmark,Fair,O/E<0.8,Poor,Moderate,Fair,Good,Freshwater,2018,1/31/2022
2013357,NRS18_WI_10021,8/27/2018,1,Y,NRS_WI-10122,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,42.72299479,-88.3110742,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,WI,LargeStreams,Non-Urban,Not_Forest_Service,316.4814994,625315.8,610275.5,Good,None,Fair,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Good,Low,Good,Good,Freshwater,2018,1/31/2022
2013358,NRS18_WY_10029,8/27/2018,1,Y,NRS_WY-10421,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,44.07422655,-105.2545973,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,WY,RiversOther,Non-Urban,Not_Forest_Service,76.47662555,-737611.8,771754,Good,None,Poor,Poor,Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,High,Fair,Poor,Slightly Saline,2018,1/31/2022
2013359,NRS18_WY_10701,8/26/2018,1,Y,NRS_WY-10524,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,44.71683874,-105.039555,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,WY,LargeStreams,Non-Urban,Not_Forest_Service,159.3791223,-713724.063,841384.8217,Good,None,Poor,Poor,Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Moderate,Poor,Poor,Slightly Saline,2018,1/31/2022
2013360,NRS18_OK_10005,8/27/2018,1,Y,NRS_OK-10169,2018-19,PLNLOW,SPL,Region_06,Target_Sampled,Federal,Not_USFS,Arkansas-Red-White Region,35.74278067,-97.19597867,Arkansas-White-Red Region,Arkansas-White-Red Region,Mississippi_Basin,Non Federal,OK,LargeStreams,Non-Urban,Not_Forest_Service,280.099814,-107207.5267,-196175.4627,Good,None,Good,Good,Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Poor,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Moderate,Good,Good,Freshwater,2018,1/31/2022
2013361,NRS18_IN_10003,8/27/2018,1,Y,NRS_IN-10034,2018-19,EHIGH,SAP,Region_05,Target_Sampled,Federal,Not_USFS,Ohio Region,38.35094737,-86.61831615,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,IN,SmallStreams,Non-Urban,Not_Forest_Service,1351.908538,810829.4,135429.5,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,OE<0.5,Good,Moderate,Good,Good,Freshwater,2018,1/31/2022
2013362,NRS18_WY_10090,8/26/2018,1,Y,NRS_WY-10424,2018-19,WMTNS,XER,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,44.73966416,-108.607171,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,WY,RiversOther,Non-Urban,Not_Forest_Service,188.4306032,-993652.5,875962.2,Good,None,Good,Poor,Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.9,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2013363,NRS18_WY_10076,8/27/2018,1,Y,NRS_WY-10339,2018-19,WMTNS,XER,Region_08,Target_Sampled,Non-Federal,Not_USFS,Upper Colorado Region,41.96621452,-110.0007263,Upper Colorado Region,Not Mississippi River Basin,Not_Mississippi_Basin,FWS,WY,RiversMajor,Non-Urban,Not_Forest_Service,188.4306032,-1148180,585077.6,Good,None,Good,Fair,Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Moderate,Poor,Good,Freshwater,2018,1/31/2022
2013364,NRS18_WY_10014,8/24/2018,1,Y,NRS_WY-10333,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,44.69584102,-106.3382579,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,WY,RiversOther,Non-Urban,Not_Forest_Service,76.47662555,-816138.6,849512.3,Good,None,Fair,Good,Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Fair,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Moderate,Good,Good,Freshwater,2018,1/31/2022
2013366,NRS18_WY_10068,8/27/2018,1,Y,NRS_WY-10489,2018-19,WMTNS,XER,Region_08,Target_Sampled,Federal,Not_USFS,Upper Colorado Region,41.97039409,-110.0168622,Upper Colorado Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,WY,RiversMajor,Non-Urban,Not_Forest_Service,188.4306032,-1149424.963,585735.1403,Good,None,Good,Poor,Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Fair,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,High,Poor,Good,Freshwater,2018,1/31/2022
2013367,NRS18_MO_10001,8/27/2018,1,Y,NRS_MO-10046,2018-19,PLNLOW,TPL,Region_07,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,39.21987233,-91.92117072,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,MO,LargeStreams,Non-Urban,Not_Forest_Service,1027.581741,348806.4,200253.7,Good,None,Good,Poor,Not Detected,At or Below Benchmark,Above Benchmark,Good,Not Assessed,Good,Detected,At or Below Benchmark,Fair,O/E<0.8,Poor,Low,Fair,Good,Freshwater,2018,1/31/2022
2013368,NRS18_KS_10015,8/27/2018,1,Y,NRS_KS-10196,2018-19,PLNLOW,SPL,Region_07,Target_Sampled,Federal,Not_USFS,Lower Missouri Region,39.57629487,-98.51414655,Missouri Region,Lower Missouri Region,Mississippi_Basin,Non Federal,KS,SmallStreams,Non-Urban,Not_Forest_Service,512.0881533,-213984.8138,235542.9197,Good,None,Good,Fair,Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Good,Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,High,Good,Good,Freshwater,2018,1/31/2022
2013369,NRS18_IL_11565,8/27/2018,1,Y,NRS_IL-10157,2018-19,PLNLOW,TPL,Region_05,Target_Sampled,Federal,Not_USFS,Upper Mississippi Region,40.57680659,-89.29380386,Upper Mississippi Region,Upper Mississippi Region,Mississippi_Basin,Non Federal,IL,RiversOther,Non-Urban,Not_Forest_Service,278.11401,562468.9079,364664.4155,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Fair,O/E>=0.9,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2013370,NRS18_MA_10009,8/27/2018,1,Y,NRS_MA-10081,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,42.17895912,-72.36887881,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MA,RiversOther,Urban,Not_Forest_Service,52.30669697,1919145,763988.9,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Above Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2013371,NRS18_ID_10023,8/23/2018,1,Y,NRS_ID-10303,2018-19,WMTNS,WMT,Region_10,Target_Sampled,Federal,Not_USFS,Pacific Northwest Region,48.26628188,-116.8604859,Pacific Northwest Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,ID,RiversOther,Non-Urban,Not_Forest_Service,137.1149283,-1550682,1371605,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Above Benchmark,Good,Not Detected,At or Below Benchmark,Good,O/E<0.8,Good,Moderate,Fair,Good,Freshwater,2018,1/31/2022
2013372,NRS18_FL_10011,8/27/2018,1,Y,NRS_FL-10135,2018-19,PLNLOW,CPL,Region_04,Target_Sampled,Federal,Not_USFS,South Atlantic-South Region,29.75396002,-82.94205564,South-Atlantic Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,FL,RiversMajor,Non-Urban,Not_Forest_Service,186.093471,1258343,-778120.4,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Above Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E>=0.9,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
2013373,NRS18_TX_10073,8/28/2018,1,Y,NRS_TX-10323,2018-19,PLNLOW,SPL,Region_06,Target_Sampled,Non-Federal,Not_USFS,Rio Grande Region,26.36021431,-98.79562648,Rio Grande-Texas-Gulf Region,Not Mississippi River Basin,Not_Mississippi_Basin,FWS,TX,LargeStreams,Urban,Not_Forest_Service,400.6510581,-281237.5399,-1235346.833,Good,None,Poor,Fair,Detected,At or Below Benchmark,At or Below Benchmark,Good,Above Benchmark,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,High,Fair,Poor,Slightly Saline,2018,1/31/2022
2013375,NRS18_MO_10038,8/28/2018,1,Y,NRS_MO-10150,2018-19,PLNLOW,TPL,Region_07,Target_Sampled,Federal,Not_USFS,Lower Missouri Region,38.83355481,-91.55991845,Missouri Region,Lower Missouri Region,Mississippi_Basin,Non Federal,MO,RiversOther,Non-Urban,Not_Forest_Service,310.3158285,381700.0483,158386.4708,Good,None,Fair,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Poor,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Low,Good,Good,Freshwater,2018,1/31/2022
2013376,NRS18_NY_10022,8/28/2018,1,Y,NRS_NY-10103,2018-19,EHIGH,NAP,Region_02,Target_Sampled,Federal,Not_USFS,Mid-Atlantic Region,42.01278309,-75.77945713,Mid-Atlantic Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,NY,RiversMajor,Urban,Not_Forest_Service,78.34036973,1650643,681828.1,Good,None,Fair,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Above Benchmark,Poor,Not Detected,At or Below Benchmark,Fair,O/E<0.8,Fair,High,Fair,Good,Freshwater,2018,1/31/2022
2013377,NRS18_IN_10498,8/28/2018,1,Y,NRS_IN-10106,2018-19,EHIGH,SAP,Region_05,Target_Sampled,Federal,Not_USFS,Ohio Region,38.62574514,-86.42670129,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,IN,LargeStreams,Non-Urban,Not_Forest_Service,794.7407264,824237.024,167726.0323,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,OE<0.5,Good,Moderate,Poor,Good,Freshwater,2018,1/31/2022
2013378,NRS18_KS_10006,8/28/2018,1,Y,NRS_KS-10066,2018-19,PLNLOW,SPL,Region_07,Target_Sampled,Federal,Not_USFS,Lower Missouri Region,39.28796787,-97.41126316,Missouri Region,Lower Missouri Region,Mississippi_Basin,Non Federal,KS,SmallStreams,Non-Urban,Not_Forest_Service,512.0881533,-120605.3,201294.6,Good,None,Good,Good,Not Detected,At or Below Benchmark,Above Benchmark,Good,Not Assessed,Good,Detected,At or Below Benchmark,Poor,O/E<0.9,Poor,High,Good,Good,Freshwater,2018,1/31/2022
2013379,NRS18_WY_12347,8/28/2018,1,Y,NRS_WY-10653,2018-19,WMTNS,XER,Region_08,Target_Sampled,Federal,Not_USFS,Upper Colorado Region,42.28789549,-110.1877438,Upper Colorado Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,WY,RiversMajor,Non-Urban,Not_Forest_Service,188.4306032,-1158052.298,622930.4018,Good,None,Good,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,Not Assessed,Good,Detected,At or Below Benchmark,Good,O/E<0.9,Good,Moderate,Fair,Good,Freshwater,2018,1/31/2022
2013380,NRS18_MI_10042,8/28/2018,1,Y,NRS_MI-10141,2018-19,PLNLOW,UMW,Region_05,Target_Sampled,Federal,Not_USFS,Great Lakes Region,42.155709,-84.17461787,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MI,LargeStreams,Non-Urban,Not_Forest_Service,390.765991,968159.6038,581856.4387,Good,None,Fair,Good,Detected,At or Below Benchmark,At or Below Benchmark,Good,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Fair,O/E>=0.9,Good,Moderate,Good,Fair,Freshwater,2018,1/31/2022
2013383,NRS18_WY_10696,8/28/2018,1,Y,NRS_WY-10519,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,42.94896283,-104.2071641,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,WY,LargeStreams,Non-Urban,Not_Forest_Service,159.3791223,-665183.107,638955.3353,Good,None,Poor,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Moderate,Good,Good,Freshwater,2018,1/31/2022
2013384,NRS18_IN_10053,8/29/2018,1,Y,NRS_IN-10103,2018-19,EHIGH,SAP,Region_05,Target_Sampled,Federal,Not_USFS,Ohio Region,39.14069284,-86.53345714,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,IN,SmallStreams,Urban,Not_Forest_Service,1351.908538,809336.3191,224236.4158,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Fair,High,Good,Fair,Freshwater,2018,1/31/2022
2013386,NRS18_MI_10032,8/29/2018,1,Y,NRS_MI-10131,2018-19,PLNLOW,UMW,Region_05,Target_Sampled,Federal,Not_USFS,Great Lakes Region,41.874795,-84.7893984,Great Lakes Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MI,SmallStreams,Non-Urban,Not_Forest_Service,996.9133433,921765.0973,544550.5619,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,Above Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Good,Moderate,Good,Fair,Freshwater,2018,1/31/2022
2013387,NRS18_TX_10077,8/29/2018,1,Y,NRS_TX-10327,2018-19,PLNLOW,SPL,Region_06,Target_Sampled,Federal,Not_USFS,Rio Grande Region,26.32644801,-98.77887147,Rio Grande-Texas-Gulf Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,TX,RiversMajor,Non-Urban,Not_Forest_Service,171.035222,-279660.9812,-1239105.714,Good,None,Poor,Poor,Detected,At or Below Benchmark,At or Below Benchmark,Not Assessed,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Fair,O/E<0.8,Good,Low,Good,Fair,Freshwater,2018,1/31/2022
2013388,NRS18_NY_10002,8/29/2018,1,Y,NRS_NY-10038,2018-19,EHIGH,NAP,Region_02,Target_Sampled,Federal,Not_USFS,Mid-Atlantic Region,42.42296932,-75.63216966,Mid-Atlantic Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,NY,RiversOther,Non-Urban,Not_Forest_Service,78.34036973,1652726,729218.2,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.9,Poor,High,Fair,Good,Freshwater,2018,1/31/2022
2013389,NRS18_MA_10008,8/29/2018,1,Y,NRS_MA-10076,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,42.03198917,-71.60830093,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,MA,LargeStreams,Urban,Not_Forest_Service,223.7256818,1983746,763690.4,Good,None,Good,Fair,Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Poor,OE<0.5,Poor,Moderate,Good,Fair,Freshwater,2018,1/31/2022
2013390,NRS18_WV_10181,8/29/2018,1,Y,NRS_WV-10080,2018-19,EHIGH,SAP,Region_03,Target_Sampled,Federal,Not_USFS,Ohio Region,39.5594013,-79.98095209,Ohio-Tennessee Region,Ohio-Tennessee Region,Mississippi_Basin,Non Federal,WV,LargeStreams,Non-Urban,Not_Forest_Service,1032.341935,1357446.661,345498.0841,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Good,At or Below Benchmark,Fair,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Good,Moderate,Good,Good,Freshwater,2018,1/31/2022
2013391,NRS18_NH_10011,8/29/2018,1,Y,NRS_NH-10105,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,44.7129621,-71.1726973,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,NH,RiversMajor,Non-Urban,Not_Forest_Service,93.23873649,1941071,1061986,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,Above Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Good,O/E>=0.9,Good,Moderate,Fair,Good,Freshwater,2018,1/31/2022
2013392,NRS18_SD_10019,8/28/2018,1,Y,NRS_SD-10378,2018-19,WMTNS,WMT,Region_08,Target_Sampled,Non-Federal,West,Upper Missouri Region,44.06161733,-103.6927357,Missouri Region,Upper Missouri Region,Mississippi_Basin,USFS,SD,LargeStreams,Non-Urban,Forest_Service,204.9355924,-613541.4,759250.3,Good,None,Poor,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Fair,Not Detected,At or Below Benchmark,Good,O/E<0.9,Good,Moderate,Good,Good,Freshwater,2018,1/31/2022
2013393,NRS18_SD_10035,8/29/2018,1,Y,NRS_SD-10449,2018-19,WMTNS,WMT,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,44.23817673,-103.3686096,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,SD,LargeStreams,Non-Urban,Not_Forest_Service,204.9355924,-586218.7146,776826.0503,Good,None,Fair,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Above Benchmark,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Good,Moderate,Fair,Poor,Freshwater,2018,1/31/2022
2013395,NRS18_WY_10015,8/29/2018,1,Y,NRS_WY-10337,2018-19,PLNLOW,NPL,Region_08,Target_Sampled,Federal,Not_USFS,Upper Missouri Region,43.96560832,-106.1714276,Missouri Region,Upper Missouri Region,Mississippi_Basin,Non Federal,WY,RiversOther,Non-Urban,Not_Forest_Service,76.47662555,-811712.5,767178.4,Good,None,Poor,Good,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,Not Assessed,Poor,Not Detected,At or Below Benchmark,Good,O/E<0.8,Poor,Moderate,Fair,Poor,Slightly Saline,2018,1/31/2022
2013396,NRS18_OK_10920,8/29/2018,1,Y,NRS_OK-10154,2018-19,EHIGH,SAP,Region_06,Target_Sampled,Non-Federal,Not_USFS,Arkansas-Red-White Region,35.46898544,-94.95436269,Arkansas-White-Red Region,Arkansas-White-Red Region,Mississippi_Basin,FWS,OK,SmallStreams,Non-Urban,Not_Forest_Service,797.4817624,94068.75,-226983.4,Good,None,Good,Poor,Not Detected,At or Below Benchmark,At or Below Benchmark,Fair,Above Benchmark,Good,Detected,At or Below Benchmark,Fair,O/E<0.9,Poor,Low,Good,Good,Freshwater,2018,1/31/2022
2013397,NRS18_TX_10048,8/30/2018,1,Y,NRS_TX-10298,2018-19,PLNLOW,CPL,Region_06,Target_Sampled,Non-Federal,Not_USFS,Rio Grande Region,26.10502447,-98.29839048,Rio Grande-Texas-Gulf Region,Not Mississippi River Basin,Not_Mississippi_Basin,FWS,TX,RiversMajor,Non-Urban,Not_Forest_Service,277.6921645,-231904.8552,-1264716.067,Good,None,Good,Poor,Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Good,Not Detected,At or Below Benchmark,Good,O/E<0.8,Good,Moderate,Good,Poor,Freshwater,2018,1/31/2022
2013398,NRS18_NY_10066,8/30/2018,1,Y,NRS_NY-10175,2018-19,EHIGH,NAP,Region_02,Target_Sampled,Federal,Not_USFS,Mid-Atlantic Region,42.07086032,-75.80974005,Mid-Atlantic Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,NY,RiversMajor,Urban,Not_Forest_Service,78.34036973,1646838.461,687652.779,Good,None,Good,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,At or Below Benchmark,Fair,Not Detected,At or Below Benchmark,Fair,O/E<0.9,Fair,High,Fair,Good,Freshwater,2018,1/31/2022
2013399,NRS18_RI_10005,8/30/2018,1,Y,NRS_RI-10038,2018-19,EHIGH,NAP,Region_01,Target_Sampled,Federal,Not_USFS,New England Region,41.4211113,-71.79528015,New England Region,Not Mississippi River Basin,Not_Mississippi_Basin,Non Federal,RI,LargeStreams,Urban,Not_Forest_Service,20.94207333,1986093,693652.2,Good,None,Fair,Fair,Not Detected,At or Below Benchmark,At or Below Benchmark,Poor,Not Assessed,Good,Not Detected,At or Below Benchmark,Poor,O/E<0.8,Poor,Moderate,Good,Good,Freshwater,2018,1/31/2022
